ros_time_s,Lecturas_ValidasRojo
1762169123.9147,0.0000
1762169124.0944,0.0000
1762169124.2480,0.0000
1762169124.4272,0.0000
1762169124.5820,1.0000
1762169124.7611,2.0000
1762169124.9130,3.0000
1762169125.0930,3.0000
1762169125.2463,2.0000
1762169125.4240,3.0000
1762169125.5972,4.0000
1762169125.7656,5.0000
1762169125.9259,4.0000
1762169126.1075,3.0000
1762169126.2727,2.0000
1762169126.4355,2.0000
1762169126.5977,1.0000
1762169126.7785,0.0000
1762169126.9379,0.0000
1762169127.0930,0.0000
1762169127.2701,0.0000
1762169127.4238,0.0000
1762169127.6040,0.0000
1762169127.7591,0.0000
1762169127.9348,0.0000
1762169128.0912,0.0000
1762169128.2684,0.0000
1762169128.4226,0.0000
1762169128.5831,0.0000
1762169128.7467,0.0000
1762169128.9150,0.0000
1762169129.0847,0.0000
1762169129.2643,0.0000
1762169129.4195,0.0000
1762169129.5991,0.0000
1762169129.7505,0.0000
1762169129.9285,0.0000
1762169130.0855,0.0000
1762169130.2640,0.0000
1762169130.4179,0.0000
1762169130.5977,0.0000
1762169130.7564,0.0000
1762169130.9347,0.0000
1762169131.0911,0.0000
1762169131.2474,0.0000
1762169131.4258,0.0000
1762169131.5809,0.0000
1762169131.7602,0.0000
1762169131.9379,0.0000
1762169132.0931,0.0000
1762169132.2571,0.0000
1762169132.4352,0.0000
1762169132.5900,0.0000
1762169132.7671,0.0000
1762169132.9387,0.0000
1762169133.1050,0.0000
1762169133.2512,0.0000
1762169133.4292,0.0000
1762169133.5963,0.0000
1762169133.7746,0.0000
1762169133.9281,0.0000
1762169134.1070,0.0000
1762169134.2628,0.0000
1762169134.4411,0.0000
1762169134.5956,0.0000
1762169134.7735,0.0000
1762169134.9258,0.0000
1762169135.1062,0.0000
1762169135.2615,0.0000
1762169135.4389,0.0000
1762169135.5936,0.0000
1762169135.7722,0.0000
1762169135.9252,0.0000
1762169136.1048,0.0000
1762169136.2612,0.0000
1762169136.4397,0.0000
1762169136.5930,0.0000
1762169136.7712,0.0000
