ros_time_s,imu_heading
1762172729.0583,280.3120
1762172729.2577,279.7500
1762172729.4594,279.1250
1762172729.6602,278.3120
1762172729.8606,277.8750
1762172730.0612,277.3750
1762172730.2611,276.9370
1762172730.4623,276.4370
1762172730.6615,275.9370
1762172730.8623,275.4370
1762172731.0631,274.8120
1762172731.2634,274.3750
1762172731.4643,274.0000
1762172731.6650,273.6250
1762172731.8656,273.1250
1762172732.0664,272.6250
1762172732.2673,272.1250
1762172732.4685,271.5620
1762172732.6677,271.0000
1762172732.8692,270.3120
1762172733.0704,269.7500
1762172733.2716,269.2500
1762172733.4716,268.6870
1762172733.6721,267.9370
1762172733.8728,267.3120
1762172734.0736,266.7500
1762172734.2740,266.3750
1762172734.4750,266.0000
1762172734.6754,265.6250
1762172734.8757,265.0620
1762172735.0766,264.3750
1762172735.2773,263.6870
1762172735.4778,263.1870
1762172735.6779,262.5620
1762172735.8775,261.9370
1762172736.0778,261.2500
1762172736.2789,260.6870
1762172736.4807,260.1870
1762172736.6823,259.6250
1762172736.8812,259.2500
1762172737.0812,258.7500
1762172737.2839,258.3120
1762172737.4849,257.6870
1762172737.6846,257.1870
1762172737.8860,256.5000
1762172738.0863,255.8120
1762172738.2869,255.3120
1762172738.4875,254.6870
1762172738.6888,254.1250
1762172738.8884,253.5000
1762172739.0894,253.0000
1762172739.2901,252.5000
1762172739.4905,251.9370
1762172739.6916,251.4370
1762172739.8925,250.8750
1762172740.0933,250.3120
1762172740.2938,249.6870
1762172740.4945,249.1250
1762172740.6953,248.3750
1762172740.8960,247.8120
1762172741.0967,247.1870
1762172741.2995,246.5620
1762172741.5010,246.0000
1762172741.6971,245.4370
1762172741.8984,244.8750
1762172742.0991,244.1870
1762172742.2990,243.5000
1762172742.4988,242.8120
1762172742.6990,242.1250
1762172742.8992,241.4370
1762172743.0995,240.8120
1762172743.3025,240.3120
1762172743.5043,239.6250
1762172743.7047,238.8750
1762172743.9051,238.3120
1762172744.1065,237.7500
1762172744.3068,237.0000
1762172744.5071,236.3750
1762172744.7085,235.6250
1762172744.9087,234.9370
1762172745.1095,234.5000
1762172745.3094,234.5000
1762172745.5106,234.3120
1762172745.7111,234.0620
1762172745.9114,233.7500
1762172746.1111,233.3750
1762172746.3127,232.8750
1762172746.5120,232.3750
1762172746.7138,231.8120
1762172746.9141,231.3120
1762172747.1146,230.8750
1762172747.3145,230.5000
1762172747.5160,230.0620
1762172747.7167,229.6870
1762172747.9176,229.2500
1762172748.1187,228.6870
1762172748.3193,228.1870
1762172748.5190,227.6250
1762172748.7191,227.1250
1762172748.9192,226.5620
1762172749.1195,226.0620
1762172749.3208,225.7500
1762172749.5216,225.1870
1762172749.7218,224.4370
1762172749.9218,223.6870
1762172750.1208,223.0000
1762172750.3215,222.3750
1762172750.5228,221.8750
1762172750.7234,221.3750
1762172750.9241,220.6250
1762172751.1250,220.0620
1762172751.3266,219.1250
1762172751.5289,218.2500
1762172751.7292,217.3750
1762172751.9291,216.3120
1762172752.1310,215.1870
1762172752.3310,214.1250
1762172752.5313,212.9370
1762172752.7327,212.0620
1762172752.9337,211.8120
1762172753.1346,211.5620
1762172753.3343,211.3750
1762172753.5353,210.9370
1762172753.7359,210.4370
1762172753.9364,210.1250
1762172754.1372,209.9370
1762172754.3376,209.6870
1762172754.5390,209.5000
1762172754.7386,209.2500
1762172754.9397,209.0000
1762172755.1404,208.8120
1762172755.3402,208.5000
1762172755.5407,208.5000
1762172755.7407,208.4370
1762172755.9406,208.3750
1762172756.1423,208.2500
1762172756.3427,208.1250
1762172756.5423,208.1250
1762172756.7430,208.1250
1762172756.9437,207.9370
1762172757.1433,207.6870
1762172757.3443,207.6870
1762172757.5479,207.6870
1762172757.7474,207.6870
1762172757.9481,207.6870
1762172758.1484,207.6870
1762172758.3487,207.6250
1762172758.5490,207.3750
1762172758.7492,207.0000
1762172758.9520,206.4370
1762172759.1521,205.8120
1762172759.3531,205.1250
