ros_time_s,Lecturas_ValidasVerde
1762172694.7494,12.0000
1762172694.9118,10.0000
1762172695.0762,13.0000
1762172695.2307,12.0000
1762172695.4004,12.0000
1762172695.5543,12.0000
1762172695.7055,11.0000
1762172695.8848,12.0000
1762172696.0383,11.0000
1762172696.1929,11.0000
1762172696.3725,18.0000
1762172696.5255,19.0000
1762172696.6922,16.0000
1762172696.8460,21.0000
1762172697.0034,15.0000
1762172697.1663,16.0000
1762172697.3441,20.0000
1762172697.4898,19.0000
1762172697.6717,17.0000
1762172697.8244,15.0000
1762172697.9973,19.0000
1762172698.1506,15.0000
1762172698.3044,17.0000
1762172698.4713,16.0000
1762172698.6335,17.0000
1762172698.7877,18.0000
1762172698.9672,17.0000
1762172699.1221,20.0000
1762172699.2833,19.0000
1762172699.4505,18.0000
1762172699.6066,18.0000
1762172699.7538,16.0000
1762172699.9326,13.0000
1762172700.0925,13.0000
1762172700.2449,15.0000
1762172700.4008,15.0000
1762172700.5797,16.0000
1762172700.7445,14.0000
1762172700.9116,14.0000
1762172701.0744,13.0000
1762172701.2272,12.0000
1762172701.3816,14.0000
1762172701.5604,13.0000
1762172701.7237,13.0000
1762172701.8777,12.0000
1762172702.0517,11.0000
1762172702.2125,12.0000
1762172702.3664,13.0000
1762172702.5415,10.0000
1762172702.7045,11.0000
1762172702.8595,12.0000
1762172703.0142,14.0000
1762172703.1906,13.0000
1762172703.3450,12.0000
1762172703.5244,13.0000
1762172703.6771,13.0000
1762172703.8311,13.0000
1762172704.0097,13.0000
1762172704.1652,14.0000
1762172704.3191,13.0000
1762172704.4985,15.0000
1762172704.6557,13.0000
1762172704.8096,14.0000
1762172704.9876,15.0000
1762172705.1423,14.0000
1762172705.2968,14.0000
1762172705.4749,13.0000
1762172705.6287,11.0000
1762172705.8006,10.0000
1762172705.9550,13.0000
1762172706.1333,13.0000
1762172706.2874,12.0000
1762172706.4598,11.0000
1762172706.6139,12.0000
1762172706.7688,9.0000
1762172706.9455,10.0000
1762172707.0998,11.0000
1762172707.2784,10.0000
1762172707.4415,8.0000
1762172707.5965,9.0000
1762172707.7512,8.0000
1762172707.9294,9.0000
1762172708.0825,7.0000
1762172708.2625,8.0000
1762172708.4157,7.0000
1762172708.5705,6.0000
1762172708.7485,6.0000
1762172708.9027,7.0000
1762172709.0805,8.0000
1762172709.2353,7.0000
1762172709.4081,9.0000
1762172709.5758,8.0000
1762172709.7237,7.0000
1762172709.8825,6.0000
1762172710.0473,4.0000
1762172710.2262,5.0000
1762172710.3982,6.0000
1762172710.5507,5.0000
1762172710.7264,6.0000
1762172710.8835,5.0000
1762172711.0374,6.0000
1762172711.2174,5.0000
1762172711.3718,4.0000
1762172711.5246,6.0000
1762172711.7041,4.0000
1762172711.8583,6.0000
1762172712.0354,6.0000
1762172712.1910,8.0000
1762172712.3510,6.0000
1762172712.5292,5.0000
1762172712.6776,6.0000
1762172712.8561,7.0000
1762172713.0008,7.0000
1762172713.1724,7.0000
1762172713.3257,6.0000
1762172713.5047,6.0000
1762172713.6585,4.0000
1762172713.8144,3.0000
1762172713.9931,4.0000
1762172714.1403,3.0000
1762172714.3201,3.0000
1762172714.4741,5.0000
1762172714.6516,5.0000
1762172714.8058,6.0000
1762172714.9702,5.0000
1762172715.1346,5.0000
1762172715.2888,7.0000
1762172715.4420,6.0000
1762172715.6223,8.0000
1762172715.7756,7.0000
1762172715.9529,7.0000
1762172716.1098,7.0000
1762172716.2636,9.0000
1762172716.4271,8.0000
1762172716.5990,8.0000
