ros_time_s,omega_1
1762170917.8072,-17.8560
1762170918.0179,-17.4350
1762170918.2286,-12.3870
1762170918.4407,-7.3090
1762170918.6552,-11.5750
1762170918.8656,-13.2610
1762170919.0770,-16.2320
1762170919.2785,-11.9760
1762170919.4828,-9.3550
1762170919.6946,-9.8070
1762170919.9054,-7.5970
1762170920.1187,-2.7550
1762170920.3312,2.0350
1762170920.5416,6.8460
1762170920.7560,11.6470
1762170920.9657,16.4480
1762170921.1773,21.0630
1762170921.3868,24.3630
1762170921.5995,19.3060
1762170921.8295,14.1040
1762170922.0415,12.5110
1762170922.2455,9.5190
1762170922.4738,12.8700
1762170922.6866,17.8360
1762170922.8993,17.3830
1762170923.1085,12.4280
1762170923.3207,14.7310
1762170923.5418,16.3860
1762170923.7526,14.5870
1762170923.9655,18.1340
1762170924.1676,14.6180
1762170924.3817,16.4370
1762170924.5935,14.0940
1762170924.8045,10.4340
1762170925.0065,15.6150
1762170925.2227,11.9660
1762170925.4489,12.1710
1762170925.6610,15.0810
1762170925.8696,14.7100
1762170926.0816,9.7250
1762170926.2943,4.8010
1762170926.4952,-0.5040
1762170926.6964,-0.5240
1762170926.8974,-0.5240
1762170927.0963,-0.5240
1762170927.2968,-0.5240
1762170927.4975,-0.5240
1762170927.6979,-0.5240
1762170927.8978,-0.5240
1762170928.0988,-0.5240
1762170928.2999,-0.5240
1762170928.4987,-0.5240
1762170928.7004,-0.5240
1762170928.9008,-0.5240
1762170929.0994,-0.5240
1762170929.3000,-0.5240
1762170929.5004,-0.5240
1762170929.6993,-0.5240
1762170929.9008,-0.5240
1762170930.1012,-0.5240
1762170930.3019,-0.5240
1762170930.5017,-0.5240
1762170930.7047,-0.5240
1762170930.9019,-0.5240
1762170931.1042,-0.5240
1762170931.3019,-0.5240
1762170931.5050,-0.5240
1762170931.7055,-0.5240
1762170931.9060,-0.5240
1762170932.1065,-0.5240
1762170932.3066,-0.5240
1762170932.5064,-0.5240
1762170932.7061,-0.5240
1762170932.9060,-0.5240
1762170933.1064,-0.5240
1762170933.3072,-0.5240
1762170933.5078,-0.5240
1762170933.7069,-0.5240
1762170933.9076,-0.5240
1762170934.1076,-0.5240
1762170934.3073,-0.5240
1762170934.5079,-0.5240
1762170934.7080,-0.5240
1762170934.9090,-0.5240
1762170935.1089,-0.5240
1762170935.3094,-0.5240
1762170935.5102,-0.5240
1762170935.7107,-0.5240
1762170935.9104,-0.5240
1762170936.1119,-0.5240
1762170936.3127,-0.5240
1762170936.5131,-0.5240
1762170936.7141,-0.5240
1762170936.9148,-0.5240
1762170937.1155,-0.5240
1762170937.3162,-0.5240
1762170937.5161,-0.5240
1762170937.7171,-0.5240
1762170937.9179,-0.5240
1762170938.1181,-0.5240
1762170938.3186,-0.5240
1762170938.5180,-0.5240
1762170938.7190,-0.5240
1762170938.9195,-0.5240
1762170939.1211,-0.5240
1762170939.3223,-0.5240
1762170939.5227,-0.5240
1762170939.7225,-0.5240
1762170939.9236,-0.5240
1762170940.1240,-0.5240
1762170940.3249,-0.5240
1762170940.5258,-0.5240
1762170940.7249,-0.5240
1762170940.9264,-0.5240
1762170941.1624,-4.2350
1762170941.3734,-9.1700
1762170941.5866,-14.1960
1762170941.7999,-19.2540
1762170941.9999,-20.5800
1762170942.1996,-20.5800
1762170942.3997,-20.5800
1762170942.6004,-20.5800
1762170942.8011,-20.5800
1762170943.0013,-20.5800
1762170943.2009,-20.5800
1762170943.4010,-20.5800
1762170943.6009,-20.5800
1762170943.8011,-20.5800
1762170944.0022,-20.5800
1762170944.2022,-20.5800
1762170944.4050,-20.5800
1762170944.6059,-20.5800
1762170944.8062,-20.5800
1762170945.0065,-20.5800
1762170945.2064,-20.5800
1762170945.4057,-20.5800
1762170945.6060,-20.5800
1762170945.8071,-20.5800
1762170946.0078,-20.5800
1762170946.2075,-20.5800
1762170946.4083,-20.5800
1762170946.6081,-20.5800
1762170946.8085,-20.5800
1762170947.0084,-20.5800
1762170947.2084,-20.5800
1762170947.4082,-20.5800
1762170947.6081,-20.5800
1762170947.8083,-20.5800
1762170948.0083,-20.5800
1762170948.2083,-20.5800
1762170948.4082,-20.5800
1762170948.6089,-20.5800
1762170948.8092,-20.5800
1762170949.0091,-20.5800
1762170949.2098,-20.5800
1762170949.4110,-20.5800
1762170949.6111,-20.5800
1762170949.8114,-20.5800
1762170950.0123,-20.5800
1762170950.2127,-20.5800
1762170950.4138,-20.5800
1762170950.6141,-20.5800
1762170950.8144,-20.5800
1762170951.0147,-20.5800
1762170951.2151,-20.5800
1762170951.4151,-20.5800
1762170951.6148,-20.5800
1762170951.8153,-20.5800
1762170952.0159,-20.5800
1762170952.2168,-20.5800
1762170952.4171,-20.5800
1762170952.6181,-20.5800
1762170952.8187,-20.5800
1762170953.0190,-20.5800
1762170953.2202,-20.5800
1762170953.4205,-20.5800
1762170953.6198,-20.5800
1762170953.8202,-20.5800
1762170954.0211,-20.5800
1762170954.2219,-20.5800
1762170954.4224,-20.5800
1762170954.6219,-20.5800
1762170954.8223,-20.5800
1762170955.0223,-20.5800
1762170955.2225,-20.5800
1762170955.4227,-20.5800
1762170955.6234,-20.5800
1762170955.8238,-20.5800
1762170956.0239,-20.5800
1762170956.2249,-20.5800
1762170956.4253,-20.5800
1762170956.6264,-20.5800
1762170956.8272,-20.5800
1762170957.0274,-20.5800
1762170957.2280,-20.5800
1762170957.4289,-20.5800
1762170957.6293,-20.5800
1762170957.8291,-20.5800
1762170958.0302,-20.5800
1762170958.2299,-20.5800
1762170958.4307,-20.5800
1762170958.6312,-20.5800
1762170958.8317,-20.5800
1762170959.0322,-20.5800
1762170959.2330,-20.5800
1762170959.4332,-20.5800
1762170959.6344,-20.5800
1762170959.8341,-20.5800
1762170960.0356,-20.5800
1762170960.2356,-20.5800
1762170960.4370,-20.5800
1762170960.6366,-20.5800
1762170960.8373,-20.5800
1762170961.0386,-20.5800
1762170961.2393,-20.5800
1762170961.4390,-20.5800
1762170961.6406,-20.5800
1762170961.8415,-20.5800
1762170962.0408,-20.5800
1762170962.2417,-20.5800
1762170962.4419,-20.5800
1762170962.6425,-20.5800
1762170962.8434,-20.5800
1762170963.0442,-20.5800
1762170963.2448,-20.5800
1762170963.4461,-20.5800
1762170963.6463,-20.5800
1762170963.8464,-20.5800
1762170964.0477,-20.5800
1762170964.2498,-20.5800
1762170964.4496,-20.5800
1762170964.6490,-20.5800
1762170964.8506,-20.5800
1762170965.0500,-20.5800
1762170965.4511,-20.5800
1762170965.6549,-20.5800
