ros_time_s,Lecturas_ValidasRojo
1762169802.5881,0.0000
1762169802.7564,0.0000
1762169802.9335,0.0000
1762169803.0869,0.0000
1762169803.2425,0.0000
1762169803.4216,0.0000
1762169803.5761,0.0000
1762169803.7540,0.0000
1762169803.9090,0.0000
1762169804.0793,0.0000
1762169804.2335,0.0000
1762169804.4010,1.0000
1762169804.5628,1.0000
1762169804.7398,1.0000
1762169804.8934,1.0000
1762169805.0743,2.0000
1762169805.2285,1.0000
1762169805.4076,1.0000
1762169805.5615,2.0000
1762169805.7156,1.0000
1762169805.8944,1.0000
1762169806.0479,2.0000
1762169806.2258,2.0000
1762169806.3782,2.0000
1762169806.5604,2.0000
1762169806.7146,2.0000
1762169806.8857,2.0000
1762169807.0406,2.0000
1762169807.2011,2.0000
1762169807.3796,2.0000
1762169807.5337,2.0000
1762169807.7128,1.0000
1762169807.8686,2.0000
1762169808.0460,0.0000
1762169808.1995,0.0000
1762169808.3780,0.0000
1762169808.5305,0.0000
1762169808.6862,0.0000
1762169808.8667,0.0000
1762169809.0201,0.0000
1762169809.1970,0.0000
1762169809.3525,0.0000
1762169809.5299,0.0000
1762169809.6833,0.0000
1762169809.8639,0.0000
1762169810.0185,0.0000
1762169810.1727,0.0000
1762169810.3496,0.0000
1762169810.5055,0.0000
1762169810.6838,0.0000
1762169810.8363,0.0000
1762169811.0175,0.0000
1762169811.1708,0.0000
1762169811.3479,0.0000
1762169811.5023,0.0000
1762169811.6786,0.0000
1762169811.8603,0.0000
1762169812.0151,0.0000
1762169812.1928,0.0000
1762169812.3480,0.0000
1762169812.5016,0.0000
1762169812.6812,0.0000
1762169812.8329,0.0000
1762169813.0147,0.0000
1762169813.1680,0.0000
1762169813.3466,0.0000
1762169813.4988,0.0000
1762169813.6727,0.0000
1762169813.8269,0.0000
1762169814.0069,0.0000
1762169814.1611,0.0000
1762169814.3397,0.0000
1762169814.4915,0.0000
1762169814.6715,0.0000
1762169814.8265,0.0000
1762169815.0056,0.0000
1762169815.1708,0.0000
1762169815.3234,0.0000
1762169815.5021,0.0000
1762169815.6569,0.0000
1762169815.8354,0.0000
1762169815.9891,0.0000
1762169816.1677,0.0000
1762169816.3230,0.0000
1762169816.5008,0.0000
1762169816.6692,0.0000
1762169816.8230,0.0000
1762169817.0012,0.0000
1762169817.1551,0.0000
1762169817.3341,0.0000
